Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status,Längd
k2-reckoner-kf,,,,,,,,Längd,191 cm,,,,,k2-reckoner-kf-2425-191,2000,shopify,60,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_089.jpg,1,191cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_089.jpg,kg,,,active,191 cm
k2-reckoner,K2 Reckoner 92 24/25,"<p>K2 Reckoner 92 är en lekfull twintip-skida som passar både i parken och över hela berget. Med en 92 mm midja kombinerar den smidighet och stabilitet för kreativa åkare.



Egenskaper


All-Terrain Twin Rocker – Rocker i tip och tail för ökad mångsidighet.

Aspen Veneer-kärna – Lätt och responsiv träkärna.

Triaxial Braid – Glasfiberförstärkning för stabilitet och vridstyvhet.

Hybritech Sidewall – Sidoväggar under foten för precision och cap-konstruktion i tip och tail för låg vikt.



Teknisk specifikation


Midja: 92 mm

Radie: 16,9 m (vid 169 cm längd)

Längder: 149 cm, 159 cm, 169 cm, 179 cm



Reckoner 92 är perfekt för åkare som vill ha en lekfull och mångsidig skida för både park och all-mountain-åkning.</p>",K2,parkskidor,Skis,"parkskidor, unisex, Skiing, Alpine",True,Längd,149 cm,,,,,k2-reckoner-92-2425-149,2000,shopify,25,deny,manual,4299,2579.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_167.jpg,1,K2 Reckoner 92 24/25 149cm - Product 075,False,K2 Reckoner 92 24/25 149cm - K2 | Premium Alpine Skis,Buy K2 Reckoner 92 24/25 by K2. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,k2-reckoner-92-2425-149;159;169,K2 Skis,"parkskidor, unisex",new,False,K2,parkskidor,unisex,149;159;169,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_167.jpg,kg,,,active,149 cm
k2-reckoner,,,,,,,,Längd,159 cm,,,,,k2-reckoner-92-2425-159,2000,shopify,0,deny,manual,4299,2579.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_148.jpg,1,159cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_148.jpg,kg,,,active,159 cm
k2-reckoner,,,,,,,,Längd,169 cm,,,,,k2-reckoner-92-2425-169,2000,shopify,19,deny,manual,4299,2579.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_128.jpg,1,169cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_128.jpg,kg,,,active,169 cm
k2-omen,K2 Omen 90 24/25,"<p>K2 Omen 90 är en perfekt skida för park- och freestyle-åkare som vill ha både smidighet och prestanda. Med en 90 mm midja och en 16 meters svängradie är den designad för snabba, precisa svängar, vilket gör den idealisk i parken. Den balanserar lekfullhet med stabilitet, vilket ger åkare förtroendet att ta sig an nya trick med full kontroll, särskilt på stora hopp.



Omen 90 bygger vidare på arvet från Poacher med sin robusta hållbarhet men har en ny form som ger en mjukare, mer följsam känsla. Trots sin lättare och mer tillgängliga design erbjuder den fortfarande utmärkt stabilitet vid landningar. Jämfört med den kraftfullare Omen Team är denna modell mer kvick och lättmanövrerad, medan storebrodern erbjuder en mer mångsidig och kraftfull upplevelse. Skidan är byggd för att hålla säsong efter säsong, vilket gör den till ett pålitligt val för seriösa parkåkare.</p>",K2,parkskidor,Skis,"parkskidor, unisex, Skiing, Alpine",True,Längd,159 cm,,,,,k2-omen-90-2425-159,2000,shopify,80,deny,manual,5499,3849.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_040.jpg,1,K2 Omen 90 24/25 159cm - Product 077,False,K2 Omen 90 24/25 159cm - K2 | Premium Alpine Skis,Buy K2 Omen 90 24/25 by K2. High-quality alpine skis perfect for parkskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,k2-omen-90-2425-159;169;179,K2 Skis,"parkskidor, unisex",new,False,K2,parkskidor,unisex,159;169;179,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_040.jpg,kg,,,active,159 cm
k2-omen,,,,,,,,Längd,169 cm,,,,,k2-omen-90-2425-169,2000,shopify,5,deny,manual,5499,3849.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_142.jpg,1,169cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_142.jpg,kg,,,active,169 cm
k2-omen,,,,,,,,Längd,179 cm,,,,,k2-omen-90-2425-179,2000,shopify,71,deny,manual,5499,3849.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_142.jpg,1,179cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_142.jpg,kg,,,active,179 cm
k2-mindbender-ti,K2 Mindbender 99 Ti W 23/24,"<p>K2 Mindbender 99 Ti har kanske varit amerikanarnas mest mångsidiga skida under några år och nu kommer en fräsch uppdatering som trots sina 99 mm i midjan levererar ännu snabbare kantövergångar i full kontroll på alla typer av underlag och snöförhållanden. Den Y-formade titanal förstärkningen i kombination med K2's All Terrain Rocker ger den nya Mindbender 99 Ti en aggressiv och direkt ingång på sväng samtidigt som den blir mer förlåtande, smidig och till och med sladdvänlig vid avslut för att ge en maximal manövreringskontroll när terrängen är stökig. K2 Mindbender 99 Ti är byggd med en träkärna av energisk och stryktålig lönn som mixats med en lättare och uthålligare asp för en perfekt balans.</p>",,allmountainskidor,Skis,"allmountainskidor, dam, Skiing, Alpine",True,Längd,160 cm,,,,,k2-mindbender-99-ti-w-2324-160,2000,shopify,46,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,1,K2 Mindbender 99 Ti W 23/24 160cm - Product 078,False,K2 Mindbender 99 Ti W 23/24 160cm - nan | Premium Alpine Skis,Buy K2 Mindbender 99 Ti W 23/24 by . High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,dam,adult,k2-mindbender-99-ti-w-2324-160;166;172, Skis,"allmountainskidor, dam",new,False,,allmountainskidor,dam,160;166;172,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,kg,,,active,160 cm
k2-mindbender-ti,,,,,,,,Längd,166 cm,,,,,k2-mindbender-99-ti-w-2324-166,2000,shopify,18,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,1,166cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,kg,,,active,166 cm
k2-mindbender-ti,,,,,,,,Längd,172 cm,,,,,k2-mindbender-99-ti-w-2324-172,2000,shopify,40,deny,manual,7499,5249.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,1,172cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_183.jpg,kg,,,active,172 cm
k2-mindbender-116c,K2 Mindbender 116C 24/25,"<p>K2 MINDBENDER 116C 24/25

K2 Mindbender 116C 24/25 är designade för de episka dagarna som alla drömmer om. Med en generös midja på 116 mm flyter dem lätt genom pudersnö och tar sig kraftfullt genom uppkörd terräng.

Utrustad med K2s patenterade Spectral Braid-teknologi – en banbrytande fiberförstärkning som ger exakt kontroll över skidans vridstyvhet och flex. Dess Powder Rocker-profil maximerar flytet i mjuk snö. Den här överraskande robusta skidan låter dig ta dig an de mest utmanande linjerna.</p>",K2,offpistskidor,Skis,"offpistskidor, unisex, Skiing, Alpine",True,Längd,182 cm,,,,,k2-mindbender-116c-2425-182,2000,shopify,55,deny,manual,7999,4799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,1,K2 Mindbender 116C 24/25 182cm - Product 080,False,K2 Mindbender 116C 24/25 182cm - K2 | Premium Alpine Skis,Buy K2 Mindbender 116C 24/25 by K2. High-quality alpine skis perfect for offpistskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,k2-mindbender-116c-2425-182;187;194,K2 Skis,"offpistskidor, unisex",new,False,K2,offpistskidor,unisex,182;187;194,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,kg,,,active,182 cm
k2-mindbender-116c,,,,,,,,Längd,187 cm,,,,,k2-mindbender-116c-2425-187,2000,shopify,50,deny,manual,7999,4799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,1,187cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,kg,,,active,187 cm
k2-mindbender-116c,,,,,,,,Längd,194 cm,,,,,k2-mindbender-116c-2425-194,2000,shopify,6,deny,manual,7999,4799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,1,194cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_005.png,kg,,,active,194 cm
k2-hi-fi-fdt-45,K2 HI-FI + FDT 4.5 24/25,"<p>K2 HI-FI + FDT 4.5 24/25, som är utformad för unga åkare som vill utveckla sina färdigheter, erbjuder ett mångsidigt paket som är utmärkt för åkare på nybörjar- till medelnivå.</p>",K2,Juniorskidor,Skis,"Juniorskidor, junior, Skiing, Alpine",True,Längd,109 cm,,,,,k2-hi-fi-fdt-45-2425-109,2000,shopify,90,deny,manual,2899,2029.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,1,K2 HI-FI + FDT 4.5 24/25 109cm - Product 081,False,K2 HI-FI + FDT 4.5 24/25 109cm - K2 | Premium Alpine Skis,Buy K2 HI-FI + FDT 4.5 24/25 by K2. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,k2-hi-fi-fdt-45-2425-109;119;129,K2 Skis,"Juniorskidor, junior",new,False,K2,Juniorskidor,junior,109;119;129,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,kg,,,active,109 cm
k2-hi-fi-fdt-45,,,,,,,,Längd,119 cm,,,,,k2-hi-fi-fdt-45-2425-119,2000,shopify,48,deny,manual,2899,2029.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,1,119cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,kg,,,active,119 cm
k2-hi-fi-fdt-45,,,,,,,,Längd,129 cm,,,,,k2-hi-fi-fdt-45-2425-129,2000,shopify,4,deny,manual,2899,2029.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,1,129cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_116.jpg,kg,,,active,129 cm
head-oblivion,Head Oblivion Jr 24/25,"<p>När unga freestylers utforskar sin passion för skidåkning är Head Oblivion Jr 24/25 ett optimalt val, eftersom utvecklarna har designat dem med särskilt fokus på juniorers behov. Trots sina robusta egenskaper är skidorna lätta att hantera tack vare rocker-designen, vilket gör utflykter i parken och i mjuk snö både smidiga och njutbara.

Dessa skidors twin-tip-konstruktion medför en extra mångsidighet som låter unga åkare utföra olika trick och förbättra sina färdigheter över tid. I takt med att de bemästrar tekniker på vanliga pister och i halfpipen bidrar den förlåtande flexen och den reducerade vikten till att spara energi under långa övningspass.

Som ett resultat av sin tåliga och repbeständiga yta klarar Oblivion Jr av intensiv användning och äventyrsfyllda sessioner med enkelhet. De framstår därför som den ideala följeslagaren för barn som vill utforska nya höjder inom freestyle, samtidigt som produkten garanterar en hållbar och allsidig skidupplevelse. Sammanfattningsvis, tack vare sin kraft och konstruktion, är dessa skidor perfekta för unga talanger som strävar efter att förädla sina kunskaper på ett engagerande och säkert sätt.</p>",Head,Juniorskidor,Skis,"Juniorskidor, junior, Skiing, Alpine",True,Längd,131 cm,,,,,head-oblivion-jr-2425-131,2000,shopify,26,deny,manual,3999,2799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,1,Head Oblivion Jr 24/25 131cm - Product 082,False,Head Oblivion Jr 24/25 131cm - Head | Premium Alpine Skis,Buy Head Oblivion Jr 24/25 by Head. High-quality alpine skis perfect for juniorskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,junior,adult,head-oblivion-jr-2425-131;141;151;161,Head Skis,"Juniorskidor, junior",new,False,Head,Juniorskidor,junior,131;141;151;161,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,kg,,,active,131 cm
head-oblivion,,,,,,,,Längd,141 cm,,,,,head-oblivion-jr-2425-141,2000,shopify,71,deny,manual,3999,2799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,1,141cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,kg,,,active,141 cm
head-oblivion,,,,,,,,Längd,151 cm,,,,,head-oblivion-jr-2425-151,2000,shopify,73,deny,manual,3999,2799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,1,151cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,kg,,,active,151 cm
head-oblivion,,,,,,,,Längd,161 cm,,,,,head-oblivion-jr-2425-161,2000,shopify,73,deny,manual,3999,2799.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,1,161cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_181.jpg,kg,,,active,161 cm
head-kore-tour,"Head Kore Tour 87 23/24

","<p>KORE Tour 87 ger utmärkt prestanda utför samtidigt som den är lätt. HEAD:s fokus på viktreducering innebär inte att man kompromissar med styvheten: sandwich-konstruktionen, som innehåller Graphene och kolfiber, ger ett bra förhållande mellan styrka och vikt, vilket säkerställer kantgrepp där det behövs och följsamhet när det önskas. HEAD:s Topless Tech minskar vikten samtidigt som stabilitet och kraft bibehålls. Rocker i tip och tail ger bättre flyt, medan den skårade tailen gör det enkelt att fästa stighuden.</p>",Head,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,87 cm,,,,,head-kore-tour-87-2324-87,2000,shopify,62,deny,manual,7995,3998.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_017.jpg,1,"Head Kore Tour 87 23/24

 87cm - Product 084",False,"Head Kore Tour 87 23/24

 87cm - Head | Premium Alpine Skis","Buy Head Kore Tour 87 23/24

 by Head. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.",Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,head-kore-tour-87-2324-177,Head Skis,"Topptursskidor, unisex",new,False,Head,Topptursskidor,unisex,177,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_017.jpg,kg,,,active,87 cm
head-kore,Head Kore 99 24/25,"<p>HEAD KORE 99 är perfekt för alla typer av uppgifter på berget. Skidans konstruktion gör att den är lättare utan att förlora prestanda, så den är perfekt för friåkning och touring. Kärnmaterialen är starka men lätta och består av grafen, karubaträ och flera lager kolfiber. Den nya topsheetformen, sandwichkonstruktionen av sidoväggarna samt tip- och tailrocker gör KORE 99 riktigt stabil, smidig och kraftfull.

Den avancerade Graphene-teknologin bidrar till hög hållbarhet och prestanda utan att öka vikten. Dessutom är TNT Rocker-designen, som kombinerar rocker i spets och bakdel med underfotens camber, perfekt för djup snö och olika snöunderlag. Med en strukturerad UHM C-bas av tävlingskvalitet erbjuds optimal prestanda under varierande förhållanden.

Denna skida har kantvinklar på 2° lateralt och 1° för kanthållning och kontroll. Att den är i snyggt röd/svart förstärker dess moderna och stilrena utseende. Den förstärkta hållbarheten tack vare HEADs nya topplagerdesign gör att den tål aggressiv friåkning samtidigt som den bevarar sin funktionalitet för alpina äventyr.</p>",Head,allmountainskidor,Skis,"allmountainskidor, unisex, Skiing, Alpine",True,Längd,170 cm,,,,,head-kore-99-2425-170,2000,shopify,17,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,1,Head Kore 99 24/25 170cm - Product 085,False,Head Kore 99 24/25 170cm - Head | Premium Alpine Skis,Buy Head Kore 99 24/25 by Head. High-quality alpine skis perfect for allmountainskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,head-kore-99-2425-170;177;184;191,Head Skis,"allmountainskidor, unisex",new,False,Head,allmountainskidor,unisex,170;177;184;191,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,kg,,,active,170 cm
head-kore,,,,,,,,Längd,177 cm,,,,,head-kore-99-2425-177,2000,shopify,62,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,1,177cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,kg,,,active,177 cm
head-kore,,,,,,,,Längd,184 cm,,,,,head-kore-99-2425-184,2000,shopify,0,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,kg,,,active,184 cm
head-kore,,,,,,,,Längd,191 cm,,,,,head-kore-99-2425-191,2000,shopify,77,deny,manual,8499,5949.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,1,191cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_098.jpg,kg,,,active,191 cm
head-crux-pro,Head Crux 93 Pro 24/25,"<p>Head Crux 93 Pro 24/25, utformad för den avancerade skidåkaren, kombinerar prestanda och precision. Med sin lättviktiga design möjliggör den smidig manövrering i varierande terräng. Den moderna konstruktionen ger stabilitet, vilket förbättrar åkupplevelsen både i djup snö och på preparerade backar.

Dessa skidor, tillverkade med den senaste teknologin, erbjuder optimal kraftöverföring för att maximera åkarens prestation. Tack vare den balanserade flexen får du både kontroll och komfort i varje sväng.

Designen, inspirerad av den senaste skidteknologin, ger både hobbyskidåkare och proffs en utmärkt balans mellan hastighet och kontroll. Head Crux 93 Pro 24/25 är därför det självklara valet för dig som vill ha det bästa av det bästa på berget.</p>",Head,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,163 cm,,,,,head-crux-93-pro-2425-163,2000,shopify,25,deny,manual,8999,5399.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,1,Head Crux 93 Pro 24/25 163cm - Product 091,False,Head Crux 93 Pro 24/25 163cm - Head | Premium Alpine Skis,Buy Head Crux 93 Pro 24/25 by Head. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,head-crux-93-pro-2425-163;170;177;184,Head Skis,"Topptursskidor, unisex",new,False,Head,Topptursskidor,unisex,163;170;177;184,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,kg,,,active,163 cm
head-crux-pro,,,,,,,,Längd,170 cm,,,,,head-crux-93-pro-2425-170,2000,shopify,26,deny,manual,8999,5399.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,1,170cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,kg,,,active,170 cm
head-crux-pro,,,,,,,,Längd,177 cm,,,,,head-crux-93-pro-2425-177,2000,shopify,86,deny,manual,8999,5399.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,1,177cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,kg,,,active,177 cm
head-crux-pro,,,,,,,,Längd,184 cm,,,,,head-crux-93-pro-2425-184,2000,shopify,26,deny,manual,8999,5399.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,1,184cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_070.jpg,kg,,,active,184 cm
g3-findr,G3 FINDr 94,"<p>Findr 94 är en mångsidig och lättmanövrerad kolfiberskida för den aktive topptursutövaren. Tillräckligt bred för att erbjuda flytförmåga i djup snö och samtidigt reaktiv på hård snö och i pist.

Med den nyutvecklade Flyride Plus konstruktionen balanseras låg vikt och hög prestanda med bibehållen vridstyvhet tack vare optimerad materialfördelningen. Byggd för att utmärka sig på toppturer, på hårda, branta sluttningar med maximal kantkontroll.
</p>",G3,touringskidor,Skis,"touringskidor, unisex, Skiing, Alpine",True,Längd,177 cm,,,,,g3-findr-94-177,2000,shopify,71,deny,manual,7995,4797.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,1,G3 FINDr 94 177cm - Product 093,False,G3 FINDr 94 177cm - G3 | Premium Alpine Skis,Buy G3 FINDr 94 by G3. High-quality alpine skis perfect for touringskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,g3-findr-94-177;182;187,G3 Skis,"touringskidor, unisex",new,False,G3,touringskidor,unisex,177;182;187,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,kg,,,active,177 cm
g3-findr,,,,,,,,Längd,182 cm,,,,,g3-findr-94-182,2000,shopify,0,deny,manual,7995,4797.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,1,182cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,kg,,,active,182 cm
g3-findr,,,,,,,,Längd,187 cm,,,,,g3-findr-94-187,2000,shopify,0,deny,manual,7995,4797.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,1,187cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_067.jpg,kg,,,active,187 cm
fischer-transalp-cti,Fischer Transalp 98 CTI 23/24,"<p>Fischer Transalp 98 CTI är ett mångsidigt alternativ för topptursåkarna som vill ha både lätta och behagliga turer uppåt samtidigt som utförsåkningen måste leverera på topp. Den perfekt formade och touringanpassade titanalförstärkningen matchar den ultralätta och mönsterfrästa paulownia kärnan med längsgående karbon strängar hundraprocentigt och ger Transalp 98:an ett optimalt kantgrepp och stabilitet samtidigt som vridstyvheten, smidigheten och flexibiliteten imponerar stort. Fischer Transalp 98 CTI kommer med en sandwich konstruktion med sidewalls i ABS samt en touringanpassad rocker/camber/rocker profil som ger pålitlighet på kant samt följsamma ingångar på sväng. Bör kombineras med en ren tech-bindning och vikten landar på endast 1410 gram i 176 cm.

Specifikationer:

Längd: 169 Radie: 21 Vikt: 1340 gram
Längd: 176 Radie: 22 Vikt: 1410 gram
Längd: 183 Radie: 23 Vikt: 1500 gram
</p>",Fischer,Topptursskidor,Skis,"Topptursskidor, unisex, Skiing, Alpine",True,Längd,169 cm,,,,,fischer-transalp-98-cti-2324-169,2000,shopify,0,deny,manual,9799,5879.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,1,Fischer Transalp 98 CTI 23/24 169cm - Product 095,False,Fischer Transalp 98 CTI 23/24 169cm - Fischer | Premium Alpine Skis,Buy Fischer Transalp 98 CTI 23/24 by Fischer. High-quality alpine skis perfect for topptursskidor. Available in multiple lengths.,Sporting Goods > Winter Sports > Skiing > Skis,unisex,adult,fischer-transalp-98-cti-2324-169;176;183,Fischer Skis,"Topptursskidor, unisex",new,False,Fischer,Topptursskidor,unisex,169;176;183,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,kg,,,active,169 cm
fischer-transalp-cti,,,,,,,,Längd,176 cm,,,,,fischer-transalp-98-cti-2324-176,2000,shopify,0,deny,manual,9799,5879.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,1,176cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,kg,,,active,176 cm
fischer-transalp-cti,,,,,,,,Längd,183 cm,,,,,fischer-transalp-98-cti-2324-183,2000,shopify,49,deny,manual,9799,5879.0,True,True,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,1,183cm variant,False,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0947/3435/2707/files/unique_047.jpg,kg,,,active,183 cm
